generation,average_score,average_distance,max_score,max_distance,min_score,min_distance
4530,208.1072,180.32707,491.02344,417.02344,52.873978,52.873978
4540,412.90726,331.20786,1257.9648,830.0954,22.603722,1.2
4550,330.4098,300.20984,789.6362,310.33615,201.1659,181.1659
4560,224.85818,191.93822,1405.0,1131.0,84.44511,64.44511
4570,259.12634,238.65627,778.69196,704.69196,40.622375,40.622375
4580,339.85165,241.88174,1346.8601,782.86005,194.6726,99.69657
4590,335.52945,196.88945,605.3367,385.33667,47.17381,47.17381
4600,282.27255,260.31247,861.9164,713.9164,265.05292,245.05293
4610,109.76113,50.66104,565.0996,383.0996,75.75777,20.11827
4620,728.6819,613.1522,948.8393,719.86487,148.71681,54.509583
4630,154.75294,98.23271,311.9159,311.9159,30.09037,15.568393
4640,290.48816,213.49812,773.9906,385.99063,15.568393,0.0
4650,268.83047,260.38046,426.1993,406.1993,157.60168,116.96518
4660,187.0131,177.24309,885.0665,865.0665,80.37768,37.214485
4670,278.6067,260.74667,772.0,644.0,218.11087,218.11087
4680,520.01184,381.4122,609.8967,412.85257,15.568393,15.568393
4690,311.77087,311.21088,831.67554,719.67554,11.494153,11.494153
4700,419.7247,346.0546,1108.2305,828.23047,181.49019,9.490189
4710,799.652,687.81195,971.64056,823.64056,268.8921,174.89207
4720,175.65253,174.84251,273.09064,273.09064,113.32186,109.33269
4730,336.00433,293.67444,1085.509,832.9771,74.85586,74.85586
4740,382.4494,142.23903,415.73096,289.84235,113.83542,81.73097
4750,176.1727,162.59268,574.6008,314.60086,25.401745,25.401745
4760,289.00415,246.42404,888.518,706.518,63.412178,63.412178
4770,45.620502,44.860504,395.79413,297.79413,6.6865206,6.6865206
4780,80.74072,80.100716,243.6449,243.6449,57.85815,57.85815
4790,249.74239,195.15257,321.08682,301.08682,27.139725,27.139725
4800,173.96303,171.64305,451.11368,377.11368,150.82086,150.82086
4810,366.12125,309.81122,385.09363,312.5066,117.680916,117.680916
4820,281.569,280.529,722.973,702.973,263.38507,263.38507
4830,284.89957,238.60942,619.44385,413.44385,171.83682,101.358986
4840,262.95364,262.38367,291.15643,291.15643,62.142532,45.59249
4850,158.92557,157.00557,403.43106,275.43106,140.83662,140.83662
4860,316.922,311.07202,951.9767,691.9767,40.773376,40.773376
4870,471.83194,383.2215,1560.3917,803.0811,131.67093,57.670933
4880,295.56354,288.72354,955.05066,807.05066,280.35324,280.35324
4890,675.4537,600.4139,798.1168,704.1168,10.751003,10.751003
4900,197.009,192.25905,353.4316,299.4316,90.03774,90.03774
4910,226.18533,223.99533,513.56836,419.5684,74.66527,74.66527
4920,440.88635,372.26633,497.1094,403.1094,182.16435,182.16435
4930,366.05542,243.91571,448.71423,293.86575,74.0,0.0
4940,428.76703,358.49692,493.5684,419.5684,87.75436,21.520758
4950,191.91083,171.19084,361.59412,262.46097,0.0,0.0
4960,780.0153,633.3352,978.0,772.0,309.41904,172.45276
4970,279.68008,276.16006,893.9432,687.9432,26.68652,6.6865206
4980,513.18304,510.03305,1016.2565,702.2565,136.8079,136.8079
4990,313.48413,313.11414,318.3313,318.3313,106.780426,32.78043
5000,289.3625,170.4929,454.05588,312.9857,57.468,0.0
5010,101.3042,85.2243,825.0,731.0,64.928635,44.92864
5020,160.20766,156.05766,472.15286,319.72433,91.6532,91.6532
5030,227.39662,226.99663,328.08932,308.08932,72.14765,72.14765
5040,222.32329,221.3133,801.7406,693.7406,178.51468,176.4343
5050,660.56506,378.2242,789.7544,421.75436,88.903145,88.903145
5060,168.53696,150.43694,493.81183,365.81183,100.93889,100.93889
5070,178.27715,170.34715,445.9607,309.36935,86.25121,66.25121
5080,307.6113,302.8613,345.6114,316.2663,49.816753,49.816753
5090,296.47958,283.07956,320.83987,320.83987,285.6,265.6
5100,282.04697,220.24721,527.9459,399.94595,222.02803,166.48708
5110,291.14017,289.4002,658.58234,418.58234,281.24564,281.24564
5120,602.13763,547.2079,1076.3964,708.39636,10.565622,10.565622
5130,299.40945,276.96948,1138.2416,824.2416,60.68652,6.6865206
5140,225.44414,223.32416,430.43036,308.94226,135.53389,85.20567
5150,331.5522,272.26218,450.06488,376.06488,14.717201,14.717201
5160,156.11389,151.7639,944.4451,708.4451,60.977104,60.977104
5170,405.71133,286.4114,533.77576,423.7167,128.11827,20.11827
5180,305.0927,284.6827,318.33502,312.78488,112.396645,72.83491
5190,270.86823,222.18835,790.869,402.869,77.42047,64.336685
5200,75.47003,73.06003,251.31702,251.31702,40.51152,40.51152
5210,188.18176,177.65178,387.79822,306.09497,10.26016,10.26016
5220,251.22203,251.22203,299.4316,299.4316,247.02332,247.02332
5230,726.64825,590.1086,896.73755,710.73755,54.48777,54.48777
5240,245.7396,199.8595,1075.0253,835.02527,110.936676,79.18097
5250,340.2428,276.95276,1101.7345,841.7345,109.54327,89.54327
5260,248.12682,231.55684,278.69144,278.69144,30.751003,10.751003
5270,160.44673,159.33673,794.3844,700.3844,0.0,0.0
5280,705.2301,573.9201,896.26434,714.26434,156.05357,136.05357
5290,311.98038,285.59045,424.15308,316.15308,117.58451,63.58451
5300,176.61783,175.30782,329.388,255.38799,8.632389,6.6865206
5310,484.46503,384.61487,1313.0,1131.0,104.671196,22.28509
5320,175.25816,159.468,854.5077,731.0,90.150475,90.150475
5330,286.8688,269.04874,499.89398,419.362,31.63574,3.4680002
5340,399.10782,345.7479,1107.936,851.936,251.85214,245.26236
5350,318.15,282.65,563.328,381.32797,293.86575,262.15063
5360,40.18773,26.277742,361.59302,307.59302,15.568393,0.0
5370,293.18784,230.82779,366.15628,295.3252,261.32455,160.15628
5380,330.1038,268.19373,958.95917,702.95917,202.77219,202.77219
5390,527.7556,332.00604,652.8684,420.59485,19.616566,1.2
5400,101.772736,100.74274,305.9643,302.42624,36.973072,36.973072
5410,455.0583,379.6589,1017.08026,707.3283,197.4626,114.65329
5420,320.9681,317.52808,882.8615,720.8615,194.48262,194.48262
5430,316.6821,187.36249,862.9199,690.9199,178.0898,20.203722
5440,284.8108,283.40076,427.0267,423.83347,57.670933,57.670933
5450,52.096893,49.836914,461.73093,302.23367,33.754356,33.754356
5460,346.52316,275.493,565.6759,427.55246,60.44812,60.44812
5470,271.85352,246.94351,833.425,681.425,151.19304,140.505
5480,238.40616,237.86615,363.62286,315.38776,215.14,215.14
5490,285.40912,269.7691,826.12994,698.12994,278.05673,258.05673
5500,368.47122,312.6712,387.15433,315.68106,188.18169,134.18169
5510,263.5773,248.17726,303.64484,289.06027,98.7591,98.7591
5520,856.409,667.62787,1127.0503,847.05023,53.548122,53.548122
5530,458.5202,370.80005,1347.0469,1127.0469,257.936,224.05214
5540,209.22617,121.22625,894.13416,714.26843,161.75436,33.754356
5550,258.88855,212.07834,370.04993,296.04993,236.24461,196.24461
5560,429.21997,394.05005,980.51746,798.51746,300.242,225.8475
5570,273.6124,228.78236,303.91467,245.12354,46.68652,6.6865206
5580,270.7228,252.6728,1364.0,1108.0,197.70284,177.70284
5590,184.25061,169.53061,579.56934,373.5693,148.6215,148.6215
5600,304.81378,292.53375,425.10797,351.10797,181.23663,181.23663
5610,332.78964,258.89944,469.2285,375.2285,10.751003,10.751003
5620,189.07703,111.07726,458.3983,296.3983,33.754356,0.0
5630,470.05902,374.51883,1243.0,1131.0,313.7577,267.615
5640,459.7669,356.21698,545.1156,431.50146,92.473236,74.60002
5650,602.06134,421.14117,1074.6511,858.6512,155.19254,155.19254
5660,263.72687,258.54684,471.1817,305.9419,67.03641,67.03641
5670,373.80746,318.7079,1017.0171,705.4501,74.20372,0.0
5680,292.82663,213.72665,420.65613,292.65613,116.39173,42.39173
5690,301.01648,248.57654,338.1744,264.1744,61.83703,61.83703
5700,183.62262,182.66261,822.1586,690.1586,60.841377,40.841377
5710,249.29709,232.70705,758.8414,684.8414,118.26672,118.26672
5720,401.4721,377.19214,917.75616,778.6865,3.4680002,3.4680002
5730,592.5109,501.09085,827.1075,699.1075,27.139725,27.139725
5740,333.559,251.90895,1395.1788,1124.3136,52.91766,52.91766
5750,255.35901,249.959,319.64435,299.64435,104.765625,64.765625
5760,262.1432,258.78317,543.0083,395.00827,64.832054,64.832054
5770,290.25507,265.32513,905.18585,703.18585,29.763454,24.607317
5780,288.4003,269.82028,595.9166,409.91663,137.07399,49.55786
5790,727.8359,609.4663,840.36365,712.36365,92.65532,92.65532
5800,293.2242,271.1942,578.0532,298.0532,276.62573,243.36186
5810,196.45607,173.43608,752.7956,678.7956,56.758575,49.671555
5820,438.7865,354.34683,1117.9208,861.9208,176.90323,78.90323
5830,393.6356,342.24554,517.0,443.0,172.0968,91.89689
5840,255.10063,169.72023,1442.6328,1132.6328,112.89043,37.496216
5850,334.89844,273.39835,835.05164,417.05167,118.93359,113.63854
5860,194.73761,135.73756,831.9322,703.9322,159.3854,85.38541
5870,247.72261,245.90262,805.14417,711.14417,2.5632944,2.5632944
5880,365.32578,322.58545,1341.1824,1185.1824,185.63498,140.42363
5890,255.73856,245.3586,408.82785,408.82785,110.16556,90.16556
5900,175.47601,149.62605,926.23047,700.23047,60.977104,60.977104
5910,205.74101,153.64098,636.30286,410.3029,79.24055,79.24055
5920,257.85495,256.77496,303.47055,303.47055,25.980717,25.980717
5930,182.25835,174.0183,869.93365,849.93365,42.60372,22.603722
5940,322.57947,229.42963,442.82907,295.93988,94.84138,40.841377
5950,251.61812,235.00804,286.16666,266.16666,92.03834,92.03834
5960,410.83878,291.59872,477.15808,297.01736,97.90261,97.90261
5970,699.79065,583.24084,798.6615,670.6615,57.55635,47.715935
5980,619.4646,604.1546,863.14996,724.3135,121.31255,101.31255
5990,110.56387,69.764145,993.3207,818.8616,0.0,0.0
6000,299.47046,291.75046,784.1586,690.1586,114.0,0.0
6010,390.0501,328.4502,500.9706,413.02118,109.88981,109.88981
6020,349.424,347.954,863.76013,809.76013,211.98296,211.98296
6030,230.8065,209.04645,1055.1696,853.16956,187.55411,167.55411
6040,225.03549,223.79549,559.25507,427.25507,185.6159,185.6159
6050,219.5199,173.71968,507.7918,409.20502,184.0263,130.0263
6060,127.28769,127.18768,298.55325,298.55325,86.47507,86.47507
6070,200.71248,174.4425,1052.2036,710.3656,116.75378,68.480995
6080,205.61447,199.98444,865.64136,683.64136,27.139725,27.139725
6090,356.9587,315.34854,1484.7784,1248.7784,83.85271,83.85271
6100,164.52448,136.91449,391.60794,299.57275,94.38821,54.388206
6110,271.58215,271.31213,769.43164,715.43164,48.348824,48.348824
6120,152.80159,121.991516,1435.059,1121.059,70.979965,70.979965
6130,604.37225,555.13214,751.279,691.279,54.69474,49.207264
6140,122.2408,92.11077,542.0559,309.9349,0.0,0.0
